Object type,Attribute name,Data type,I/O,License,Version added,Description
gate,time_delay,int,Input,SHOP_OPEN,13.0.0.a,"The delay between water leaving the gate and until it ends up in the downstream reservoir (xUnit: NO_UNIT, yUnit: NO_UNIT)"
gate,add_slack,int,Input,SHOP_OPEN,13.0.0.a,"Include slack variables for the corresponding delta meter gate (xUnit: NO_UNIT, yUnit: NO_UNIT)"
gate,max_discharge,double,Input,SHOP_OPEN,13.0.0.a,"Maximum discharge capacity for the gate (xUnit: M3/S, yUnit: M3/S)"
gate,lin_rel_a,double,Input,SHOP_GATE_FLOW_LIN_REL,13.0.0.a,"Linear approximation to model gate discharge (in Mm3) as a function of upstream reservoir volume: gate_flow = lin_rel_a*up_rsv_volume + lin_rel_b (xUnit: NO_UNIT, yUnit: NO_UNIT)"
gate,lin_rel_b,double,Input,SHOP_GATE_FLOW_LIN_REL,13.0.0.a,"Linear approximation to model gate discharge (in Mm3) as a function of upstream reservoir volume: gate_flow = lin_rel_a*up_rsv_volume + lin_rel_b (xUnit: MM3, yUnit: MM3)"
gate,shape_discharge,xy,Input,SHOP_DYNAMIC_DELAY,13.0.0.a,"Describes the wave shape of the delayed discharge for a gate by ratios as a function of time delays (xUnit: HOUR, yUnit: NO_UNIT)"
gate,spill_cost_curve,xy,Input,SHOP_FLOOD_SUPPORT,14.2.2.0,"Describes a piece-wise constant cost curve for the flow in the gate. This is only available for spill gates, and overrides the default overflow penalty in SHOP. (xUnit: M3/S, yUnit: NOK/M3/S)"
gate,peak_flow_cost_curve,xy,Input,SHOP_FLOOD_SUPPORT,14.2.2.0,"Describes the piece-wise constant cost curve for the highest achieved flow rate in the gate over the optimization horizon (xUnit: M3/S, yUnit: NOK/M3/S)"
gate,peak_flow_penalty,txy,Output,SHOP_FLOOD_SUPPORT,14.0.1.0,"The penalty incurred based on the peak_flow_cost_curve and the highest achieved flow rate in the gate over the optimization horizon (xUnit: NO_UNIT, yUnit: NOK)"
gate,functions_meter_m3s,xy_array,Input,SHOP_OPEN,13.0.0.a,"The relation between the head and opening of the gate or weir to define the discharge function of the gate (xUnit: METER, yUnit: M3/S)"
gate,functions_deltameter_m3s,xy_array,Input,SHOP_OPEN,13.0.0.a,"Relationship between flow through the gate and water level in upper reservoir and difference in water level between upper and lower reservoir (xUnit: DELTA_METER, yUnit: M3/S)"
gate,min_flow,txy,Input,SHOP_OPEN,13.0.0.a,"Minimum flow constraint on the gate (xUnit: NO_UNIT, yUnit: M3/S)"
gate,min_flow_flag,txy,Input,SHOP_OPEN,13.0.0.a,"Flag determining whether the min_flow should be used (xUnit: NO_UNIT, yUnit: NO_UNIT)"
gate,max_flow,txy,Input,SHOP_OPEN,13.0.0.a,"Maximum flow constraint on the gate (xUnit: NO_UNIT, yUnit: M3/S)"
gate,max_flow_flag,txy,Input,SHOP_OPEN,13.0.0.a,"Flag determining whether the max_flow should be used (xUnit: NO_UNIT, yUnit: NO_UNIT)"
gate,schedule_m3s,txy,Input,SHOP_OPEN,13.0.0.a,"Gate discharge schedule (xUnit: NO_UNIT, yUnit: M3/S)"
gate,schedule_percent,txy,Input,SHOP_OPEN,13.0.0.a,"Gate schedule in percent opening of the gate (xUnit: NO_UNIT, yUnit: %)"
gate,schedule_flag,txy,Input,SHOP_OPEN,13.0.0.a,"Flag determining how the gate schedule should be used: 0 = no discharge schedule; 1 = discharge schedule; 2 = flow is calculated from reservoir water level and flow function for the gate (xUnit: NO_UNIT, yUnit: NO_UNIT)"
gate,setting,txy,Input,SHOP_OPEN,13.0.0.a,"Predefined position of the gate to be used for determining gate flow together with functions and upstream water level (xUnit: NO_UNIT, yUnit: NO_UNIT)"
gate,setting_flag,txy,Input,SHOP_OPEN,13.0.0.a,"Flag determining whether the gate setting should be used to determine the flow through the gate (xUnit: NO_UNIT, yUnit: NO_UNIT)"
gate,discharge_fee,txy,Input,SHOP_VOW_IN_TRANS,13.0.0.a,"Cost of discharging water through the gate referred to the time of discharge (xUnit: NO_UNIT, yUnit: NOK/MM3)"
gate,discharge_fee_flag,txy,Input,SHOP_VOW_IN_TRANS,13.0.0.a,"Flag determining whether discharge_fee should be used in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
gate,block_merge_tolerance,txy,Input,SHOP_OPEN,13.0.0.a,"Maximum deviation in discharge between two time steps that forces these hours to have the same discharge in later iterations (xUnit: NO_UNIT, yUnit: M3/S)"
gate,min_q_penalty_flag,txy,Input,SHOP_SOFT_CONSTRAINTS,13.0.0.a,"A flag enabling the penalty cost for the minimum discharge constraint on the gate (xUnit: NO_UNIT, yUnit: NO_UNIT)"
gate,max_q_penalty_flag,txy,Input,SHOP_SOFT_CONSTRAINTS,13.0.0.a,"A flag enabling the penalty cost for the maximum discharge constraint on the gate (xUnit: NO_UNIT, yUnit: NO_UNIT)"
gate,ramping_up,txy,Input,SHOP_GATE_RAMPING,13.5.4.a,"Maximum limit for increase in gate discharge per hour (xUnit: NO_UNIT, yUnit: M3SEC_HOUR)"
gate,ramping_up_flag,txy,Input,SHOP_GATE_RAMPING,13.5.4.a,"A flag for toggling the upper ramping limit constraint on and off for this gate (xUnit: NO_UNIT, yUnit: NO_UNIT)"
gate,ramping_down,txy,Input,SHOP_GATE_RAMPING,13.5.4.a,"Maximum limit for decrease in gate discharge per hour (xUnit: NO_UNIT, yUnit: M3SEC_HOUR)"
gate,ramping_down_flag,txy,Input,SHOP_GATE_RAMPING,13.5.4.a,"A flag for toggling the lower ramping limit constraint on and off for this gate (xUnit: NO_UNIT, yUnit: NO_UNIT)"
gate,ramp_penalty_cost,txy,Input,SHOP_GATE_RAMPING,13.5.4.a,"The penalty cost for breaking the upper or lower discharge ramping limits for the gate (xUnit: NO_UNIT, yUnit: NOK/M3/S)"
gate,ramp_penalty_cost_flag,txy,Input,SHOP_GATE_RAMPING,13.5.4.a,"A flag for toggling the use of the specified ramping penalty cost for this gate on or off (xUnit: NO_UNIT, yUnit: NO_UNIT)"
gate,max_q_penalty_cost,txy,Input,SHOP_SOFT_CONSTRAINTS,13.0.0.a,"The penalty cost for the gate maximum discharge constraint (xUnit: NO_UNIT, yUnit: NOK/MM3)"
gate,min_q_penalty_cost,txy,Input,SHOP_SOFT_CONSTRAINTS,13.0.0.a,"The penalty cost for the gate minimum discharge constraint (xUnit: NO_UNIT, yUnit: NOK/MM3)"
gate,max_q_penalty_cost_flag,txy,Input,SHOP_SOFT_CONSTRAINTS,13.0.0.a,"Flag determining whether max_q_penalty_cost should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
gate,min_q_penalty_cost_flag,txy,Input,SHOP_SOFT_CONSTRAINTS,13.0.0.a,"Flag determining whether min_q_penalty_cost should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
gate,min_q_penalty,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting penalty when the gate minimum discharge is violated (xUnit: NO_UNIT, yUnit: NOK)"
gate,max_q_penalty,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting penalty when the gate maximum discharge is violated (xUnit: NO_UNIT, yUnit: NOK)"
gate,discharge,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting gate discharge (xUnit: NO_UNIT, yUnit: M3/S)"
gate,sim_discharge,txy,Output,SHOP_OPEN,13.2.0.a,"Simulated gate discharge (xUnit: NO_UNIT, yUnit: M3/S)"
thermal,fuel_cost,txy,Input,SHOP_OPEN,14.3.2.0,"Cost proportional to the amount of fuel used by the thermal unit (xUnit: NOK/MWH, yUnit: NOK/MWH)"
thermal,quadratic_fuel_cost,txy,Input,SHOP_OPEN,14.3.2.0,"Cost proportional to the square of the amount of fuel used by the thermal unit (xUnit: NOK/MWH, yUnit: NOK/MWH)"
thermal,n_segments,int,Input,SHOP_OPEN,14.3.2.0,"Number of segments on the production curve of the unit (xUnit: NO_UNIT, yUnit: NO_UNIT)"
thermal,min_prod,txy,Input,SHOP_OPEN,14.3.2.0,"Minimum production level of the unit (xUnit: MW, yUnit: MW)"
thermal,max_prod,txy,Input,SHOP_OPEN,14.3.2.0,"Maximum production level of the unit (xUnit: MW, yUnit: MW)"
thermal,startcost,txy,Input,SHOP_OPEN,14.3.2.0,"Cost for starting up the unit (xUnit: NOK, yUnit: NOK)"
thermal,stopcost,txy,Input,SHOP_OPEN,14.3.2.0,"Cost for shutting down the unit (xUnit: NOK, yUnit: NOK)"
thermal,production,txy,Output,SHOP_OPEN,14.3.2.0,"Production from the unit (xUnit: MW, yUnit: MW)"
junction,junc_slack,int,Input,SHOP_OPEN,13.0.0.a,"Flag determining whether slack variables should be added to the mass balance of the junction (xUnit: NO_UNIT, yUnit: NO_UNIT)"
junction,altitude,double,Input,SHOP_OPEN,13.0.0.a,"Physical height of the connection point between tunnel_1 and tunnel_2 coming into this junction (xUnit: METER, yUnit: METER)"
junction,tunnel_flow_1,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting flow in tunnel_1 (xUnit: NO_UNIT, yUnit: M3/S)"
junction,tunnel_flow_2,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting flow in tunnel_2 (xUnit: NO_UNIT, yUnit: M3/S)"
junction,sim_tunnel_flow_1,txy,Output,SHOP_OPEN,13.5.4.c,"The simulated flow in tunnel_1 of the junction (xUnit: NO_UNIT, yUnit: M3/S)"
junction,sim_tunnel_flow_2,txy,Output,SHOP_OPEN,13.5.4.c,"The simulated flow in tunnel_2 of the junction (xUnit: NO_UNIT, yUnit: M3/S)"
junction,loss_factor_1,double,Input,SHOP_OPEN,13.0.0.a,"Friction loss factor for tunnel_1 into this junction multiplied with the square of the flow to get head loss (xUnit: S2/M5, yUnit: S2/M5)"
junction,loss_factor_2,double,Input,SHOP_OPEN,13.0.0.a,"Friction loss factor for tunnel_2 into this junction multiplied with the square of the flow to get head loss (xUnit: S2/M5, yUnit: S2/M5)"
junction,min_pressure,txy,Input,SHOP_PRESSURE_LINK,13.0.0.a,"Minimum pressure requirement at the connection point of tunnel_1 and tunnel_2 (xUnit: NO_UNIT, yUnit: METER)"
junction,pressure_height,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting pressure height from the optimization calculations (xUnit: NO_UNIT, yUnit: METER)"
junction,sim_pressure_height,txy,Output,SHOP_OPEN,13.5.4.c,"Resulting pressure height from the simulation (xUnit: NO_UNIT, yUnit: METER)"
junction,incr_cost,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting marginal value of water in this junction referred to ocean level accounting for headloss between the tunnel connection point and the plant below (xUnit: NO_UNIT, yUnit: NOK)"
junction,local_incr_cost,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting marginal value of water  in this junction referred to the next reservoir below accounting for headloss between the tunnel connection point and the plant below (xUnit: NO_UNIT, yUnit: NOK)"
junction_gate,add_slack,int,Input,SHOP_OPEN,13.0.0.a,"Flag determining whether slack variables should be added to the mass balance of the junction gate (xUnit: NO_UNIT, yUnit: NO_UNIT)"
junction_gate,height_1,double,Input,SHOP_OPEN,13.0.0.a,"Physical height of the connection point between tunnel_1 and tunnel_2 coming into this junction (xUnit: METER, yUnit: METER)"
junction_gate,loss_factor_1,double,Input,SHOP_OPEN,13.0.0.a,"Friction loss factor for tunnel_1 into this junction multiplied with the square of the flow to get head loss (xUnit: S2/M5, yUnit: S2/M5)"
junction_gate,loss_factor_2,double,Input,SHOP_OPEN,13.0.0.a,"Friction loss factor for tunnel_2 into this junction multiplied with the square of the flow to get head loss (xUnit: S2/M5, yUnit: S2/M5)"
junction_gate,schedule,txy,Input,SHOP_OPEN,13.0.0.a,"Schedule determining the opening status of this junction gate. -2 means that both tunnel_1 and tunnel_2 are open 0 means that the output from the junction_gate is closed 1 means that only tunnel_1 is connected and 2 means that only tunnel_2 is connected. If two junction_gates are connected in series. The lower junction gate can only have schedule values of 0 or 1 or 2 (xUnit: NO_UNIT, yUnit: NO_UNIT)"
junction_gate,pressure_height,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting pressure height from the optimization calculations (xUnit: NO_UNIT, yUnit: METER)"
junction_gate,tunnel_flow_1,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting flow in tunnel_1 (xUnit: NO_UNIT, yUnit: M3/S)"
junction_gate,tunnel_flow_2,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting flow in tunnel_2 (xUnit: NO_UNIT, yUnit: M3/S)"
junction_gate,tunnel_loss_1,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting head loss in tunnel_1 (xUnit: NO_UNIT, yUnit: METER)"
junction_gate,tunnel_loss_2,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting head_loss in tunnel_2 (xUnit: NO_UNIT, yUnit: METER)"
creek_intake,net_head,double,Input,SHOP_CREEK_INTAKE,13.0.0.a,"Physical height of the creek intake opening (xUnit: METER, yUnit: METER)"
creek_intake,max_inflow,double,Input,SHOP_CREEK_INTAKE,13.0.0.a,"Static maximum capacity for inflow to this creek intake (xUnit: M3/S, yUnit: M3/S)"
creek_intake,max_inflow_dynamic,txy,Input,SHOP_CREEK_INTAKE,13.0.0.a,"Time-dependent maxiumu capacity for inflow to this creek intake (xUnit: NO_UNIT, yUnit: M3/S)"
creek_intake,inflow,txy,Input,SHOP_CREEK_INTAKE,13.0.0.a,"Inflow to the creek intake (xUnit: NO_UNIT, yUnit: M3/S)"
creek_intake,sim_inflow,txy,Output,SHOP_CREEK_INTAKE,13.2.0.a,"Resulting inflow to this creek intake after simulation based on observed reservoir level and plant production (xUnit: NO_UNIT, yUnit: M3/S)"
creek_intake,sim_pressure_height,txy,Output,SHOP_CREEK_INTAKE,13.5.4.c,"Resulting pressure height of the creek intake after simulation based on observed reservoir level and plant production (xUnit: NO_UNIT, yUnit: METER)"
creek_intake,inflow_percentage,txy,Input,SHOP_CREEK_INTAKE,13.0.0.a,"Predefined factor to generate inflow to this creek intake based on a percentage of the inflow to the reservoir above (xUnit: NO_UNIT, yUnit: M3/S)"
creek_intake,overflow_cost,txy,Input,SHOP_CREEK_INTAKE,13.0.0.a,"Cost for spillage from this creek intake if a spill gate is connected to it (xUnit: NO_UNIT, yUnit: NOK/MM3)"
creek_intake,non_physical_overflow_flag,txy,Output,SHOP_CREEK_INTAKE,13.0.0.a,"Resulting flag series telling if there was non-physical overflow from this creek intake i.e. spilling water with inflow below the maximum capacity (xUnit: NO_UNIT, yUnit: NO_UNIT)"
market,prod_area,int,Input,SHOP_OPEN,13.0.0.a,"Definition of which production area this market belongs to. All the plants with corresponding prod_area will sell their production to markets in this area. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
market,market_type,string,Input,SHOP_RESERVE_GROUP,13.0.0.a,"String defining the product that is sold in this market. Allowed values are ENERGY, FCR_N_UP, FCR_N_DOWN, FCR_D_UP, FCR_D_DOWN (from version 14.2.0.0), FRR_UP, FRR_DOWN, RR_UP, and RR_DOWN. If this value is not given default market type is ENERGY. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
market,load,txy,Input,SHOP_OPEN,13.0.0.a,"Fixed demand that must be delivered to this market. This comes in addition to any power sold to the market. (xUnit: NO_UNIT, yUnit: MW)"
market,max_buy,txy,Input,SHOP_OPEN,13.0.0.a,"The maximum power that can be bought from the market (xUnit: NO_UNIT, yUnit: MW)"
market,max_sale,txy,Input,SHOP_OPEN,13.0.0.a,"The maximum power that can be sold to the market (xUnit: NO_UNIT, yUnit: MW)"
market,buy_price,txy,Input,SHOP_OPEN,13.0.0.a,"Price for buying power from this market (xUnit: NO_UNIT, yUnit: NOK/MWH)"
market,sale_price,txy,Input,SHOP_OPEN,13.0.0.a,"Price for selling power to this market (xUnit: NO_UNIT, yUnit: NOK/MWH)"
market,buy_delta,txy,Input,SHOP_OPEN,13.0.0.a,"A (small) amount that will be added to the buy price in this market (xUnit: NO_UNIT, yUnit: NOK/MWH)"
market,sale_delta,txy,Input,SHOP_OPEN,13.0.0.a,"A (small) amount that will be subtracted from the sale price in this market (xUnit: NO_UNIT, yUnit: NOK/MWH)"
market,bid_flag,txy,Input,SHOP_SCENARIO_FUNCTIONALITY,13.0.0.a,"Flag determining the time steps that should be included in the bid matrix (xUnit: NO_UNIT, yUnit: NO_UNIT)"
market,common_scenario,txy,Input,SHOP_SCENARIO_FUNCTIONALITY,13.0.0.a,"Definition of non-anticipativity constraints for each market. The amount traded in the market must be the same for all scenarios and time steps where common_scenario is equal. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
market,buy,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting power bought from this market. (xUnit: NO_UNIT, yUnit: MW)"
market,sale,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting power sold to this market. (xUnit: NO_UNIT, yUnit: MW)"
market,sim_sale,txy,Output,SHOP_OPEN,13.2.0.a,"Simulated power sold to this market. (xUnit: NO_UNIT, yUnit: MW)"
market,reserve_obligation_penalty,txy,Output,SHOP_RESERVE_GROUP,13.0.0.a,"Resulting penalty when the reserve obligation is violated (xUnit: NO_UNIT, yUnit: MW)"
market,load_penalty,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting penalty when the load obligation is violated (xUnit: NO_UNIT, yUnit: MW)"
global_settings,load_penalty_flag,int,Input,SHOP_OPEN,14.0.0.1,"Turn on (1, default) or off (0) the creation of load penalty variables to add to the load balance constraint. Can also be set with the command 'penalty flag'. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
global_settings,rsv_penalty_flag,int,Input,SHOP_OPEN,14.0.0.1,"Turn on (1, default) or off (0) the addition of reservoir storage penalty variables. Can also be set with the command 'penalty flag'. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
global_settings,volume_ramp_penalty_flag,int,Input,SHOP_OPEN,14.0.0.1,"Turn on (1, default) or off (0) the addition of penalty variables for volume ramping on reservoir. Can also be set with the command 'penalty flag'. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
global_settings,level_ramp_penalty_flag,int,Input,SHOP_OPEN,14.0.0.6,"Turn on (1, default) or off (0) the addition of penalty variables for level ramping on reservoir. Can also be set with the command 'penalty flag'. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
global_settings,production_ramp_penalty_flag,int,Input,SHOP_OPEN,14.0.0.1,"Turn on (1, default) or off (0) the addition of penalty variables for power ramping on plant production. Can also be set with the command 'penalty flag'. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
global_settings,plant_min_q_penalty_flag,int,Input,SHOP_SOFT_CONSTRAINTS,14.0.0.1,"Turn on (1) or off (0) the addition of penalty variables to the min discharge restrictions on all plants. Default value -1 uses the min_q_penalty_flag specified on each plant to decide if the penalty variables should be added. Can also be set with the command 'penalty flag'. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
global_settings,plant_min_p_penalty_flag,int,Input,SHOP_SOFT_CONSTRAINTS,14.0.0.1,"Turn on (1) or off (0) the addition of penalty variables to the min power restrictions on all plants. Default value -1 uses the min_p_penalty_flag specified on each plant to decide if the penalty variables should be added. Can also be set with the command 'penalty flag'. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
global_settings,plant_max_q_penalty_flag,int,Input,SHOP_SOFT_CONSTRAINTS,14.0.0.1,"Turn on (1) or off (0) the addition of penalty variables to the max discharge restrictions on all plants. Default value -1 uses the max_q_penalty_flag specified on each plant to decide if the penalty variables should be added. Can also be set with the command 'penalty flag'. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
global_settings,plant_max_p_penalty_flag,int,Input,SHOP_SOFT_CONSTRAINTS,14.0.0.1,"Turn on (1) or off (0) the addition of penalty variables to the max power restrictions on all plants. Default value -1 uses the max_p_penalty_flag specified on each plant to decide if the penalty variables should be added. Can also be set with the command 'penalty flag'. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
global_settings,gate_min_q_penalty_flag,int,Input,SHOP_SOFT_CONSTRAINTS,14.0.0.1,"Turn on (1) or off (0) the addition of penalty variables to the min discharge restrictions on all gates. Default value -1 uses the min_q_penalty_flag specified on each gate to decide if the penalty variables should be added. Can also be set with the command 'penalty flag'. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
global_settings,gate_max_q_penalty_flag,int,Input,SHOP_SOFT_CONSTRAINTS,14.0.0.1,"Turn on (1) or off (0) the addition of penalty variables to the max discharge restrictions on all gates. Default value -1 uses the max_q_penalty_flag specified on each gate to decide if the penalty variables should be added. Can also be set with the command 'penalty flag'. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
global_settings,gate_ramp_penalty_flag,int,Input,SHOP_OPEN,14.0.0.1,"Turn on (1, default) or off (0) the addition of penalty variables to the gate ramping restrictions. Can also be set with the command 'penalty flag'. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
global_settings,plant_schedule_penalty_flag,int,Input,SHOP_SOFT_CONSTRAINTS,14.0.0.1,"Turn on (1, default) or off (0) the addition of penalty variables to allow breaking the plant production or discharge schedule. Can also be set with the command 'penalty flag'. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
global_settings,gen_discharge_schedule_penalty_flag,int,Input,SHOP_OPEN,14.0.0.1,"Turn on (1, default) or off (0) the addition of penalty variables to allow breaking the generator discharge schedule. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
global_settings,pump_schedule_penalty_flag,int,Input,SHOP_OPEN,14.0.0.1,"Turn on (1, default) or off (0) the addition of penalty variables to allow breaking the pump consumption or upflow schedule. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
global_settings,power_limit_penalty_flag,int,Input,SHOP_OPEN,14.0.0.1,"Turn on (1, default) or off (0) the addition of penalty variables to allow breaking the sum power limits for a group of plants. Can also be set with the command 'penalty flag'. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
global_settings,power_limit_penalty_cost,double,Input,SHOP_OPEN,14.0.0.1,"The penalty cost for breaking the constraints limiting the sum power output for a group of plants. Default value is 50000 NOK/MWh. Can also be set with the command 'penalty cost'. (xUnit: NOK/MWH, yUnit: NOK/MWH)"
global_settings,load_penalty_cost,double,Input,SHOP_OPEN,14.0.0.1,"The penalty cost for not fulfilling the load obligation. Default value is 5000 NOK/MWh. Can also be set with the command 'penalty cost'. (xUnit: NOK/MWH, yUnit: NOK/MWH)"
global_settings,rsv_penalty_cost,double,Input,SHOP_OPEN,14.0.0.1,"The penalty cost for breaking the reservoir water balance constraints. Default value is 10,000,000 NOK/Mm3. Can also be set with the command 'penalty cost'. (xUnit: NOK/MM3, yUnit: NOK/MM3)"
global_settings,volume_ramp_penalty_cost,double,Input,SHOP_OPEN,14.0.0.1,"The penalty cost for breaking the reservoir volume ramping constraints. Default value is 100 NOK/MM3. Can also be set with the command 'penalty cost'. (xUnit: NOK/MM3, yUnit: NOK/MM3)"
global_settings,level_ramp_penalty_cost,double,Input,SHOP_OPEN,14.0.0.1,"The penalty cost for breaking the reservoir level ramping constraints. Default value is 100 NOK/METER (xUnit: NOK/METER, yUnit: NOK/METER)"
global_settings,production_ramp_penalty_cost,double,Input,SHOP_OPEN,14.0.0.1,"The penalty cost for breaking the plant power production ramping constraints. Default value is 100 NOK/MWh. Can also be set with the command 'penalty cost'. (xUnit: NOK/MWH, yUnit: NOK/MWH)"
global_settings,plant_soft_p_penalty,double,Input,SHOP_SOFT_CONSTRAINTS,14.0.0.1,"The penalty cost for breaking max and min power production constraints on plant level if max_p_penalty_cost and min_p_penalty_cost are not set for the plant. Default value is 100 NOK/MWh. Can also be set with the command 'penalty cost'. (xUnit: NOK/MWH, yUnit: NOK/MWH)"
global_settings,plant_soft_q_penalty,double,Input,SHOP_SOFT_CONSTRAINTS,14.0.0.1,"The penalty cost for breaking max and min discharge constraints on plant level if max_q_penalty_cost and min_q_penalty_cost are not set for the plant. Default value is 100000 NOK/Mm3. Can also be set with the command 'penalty cost'. (xUnit: NOK/MM3, yUnit: NOK/MM3)"
global_settings,plant_sched_penalty_cost_up,double,Input,SHOP_OPEN,14.0.0.1,"The penalty cost for breaking the plant production or discharge schedules in upward direction. Default value is 1000000 NOK/MWh or 1000000 NOK/Mm3. (xUnit: NOK, yUnit: NOK)"
global_settings,plant_sched_penalty_cost_down,double,Input,SHOP_OPEN,14.0.0.1,"The penalty cost for breaking the plant production or discharge schedules in downward direction. Default value is 1000000 NOK/MWh or 1000000 NOK/Mm3. (xUnit: NOK, yUnit: NOK)"
global_settings,gen_discharge_sched_penalty_cost_up,double,Input,SHOP_OPEN,14.0.0.1,"The penalty cost for breaking the generator discharge schedule in upward direction. Default value is 1000000 NOK/Mm3. (xUnit: NOK/MM3, yUnit: NOK/MM3)"
global_settings,gen_discharge_sched_penalty_cost_down,double,Input,SHOP_OPEN,14.0.0.1,"The penalty cost for breaking the generator discharge schedules in downward direction. Default value is 1000000 NOK/Mm3. (xUnit: NOK/MM3, yUnit: NOK/MM3)"
global_settings,pump_sched_penalty_cost_up,double,Input,SHOP_OPEN,14.0.0.1,"The penalty cost for breaking the pump production or discharge schedules in upward direction. Default value is 1000000 NOK/MWh or 1000000 NOK/Mm3. (xUnit: NOK, yUnit: NOK)"
global_settings,pump_sched_penalty_cost_down,double,Input,SHOP_OPEN,14.0.0.1,"The penalty cost for breaking the pump production or discharge schedules in downward direction. Default value is 1000000 NOK/MWh or 1000000 NOK/Mm3. (xUnit: NOK, yUnit: NOK)"
global_settings,gate_ramp_penalty_cost,double,Input,SHOP_OPEN,14.0.0.1,"The penalty cost for breaking the gate discharge ramping constraints. Default value is 360 NOK/(m3/s). Can also be set with the command 'penalty cost'. (xUnit: NOK/M3/S, yUnit: NOK/M3/S)"
global_settings,discharge_group_penalty_cost,double,Input,SHOP_OPEN,14.0.0.1,"The penalty cost for breaking the discharge group constraints. Default value is 1000000 NOK/Mm3. (xUnit: NOK/MM3, yUnit: NOK/MM3)"
global_settings,reserve_schedule_penalty_cost,double,Input,SHOP_RESERVE_GROUP,14.0.0.1,"The penalty cost for breaking the unit reserve schedule constraints. Default value is 10000 NOK/MW. Can also be set with the command 'set reserve_schedule_penalty_cost'. (xUnit: NOK/MW, yUnit: NOK/MW)"
global_settings,reserve_group_penalty_cost,double,Input,SHOP_RESERVE_GROUP,14.0.0.1,"The penalty cost for delivering less than the reserve obligations of any reserve type in any reserve group. Default value is 10000 NOK/MW. Can also be set with the command 'set reserve_penalty_cost'. (xUnit: NOK/MW, yUnit: NOK/MW)"
global_settings,bypass_cost,double,Input,SHOP_OPEN,14.0.0.1,"The cost of discharging water in bypass gates. Default value is 0.01 NOK/Mm3. (xUnit: NOK/MM3, yUnit: NOK/MM3)"
global_settings,gate_cost,double,Input,SHOP_OPEN,14.0.0.1,"The cost of discharging water in regular gates. Default value is 0 NOK/Mm3. (xUnit: NOK/MM3, yUnit: NOK/MM3)"
global_settings,overflow_cost,double,Input,SHOP_OPEN,14.0.0.1,"The cost of discharging water in spill gates. Default value is 50000 NOK/Mm3. Can also be set with the command 'penalty cost'. (xUnit: NOK/MM3, yUnit: NOK/MM3)"
global_settings,overflow_cost_time_factor,double,Input,SHOP_OPEN,14.0.0.1,"A small negative cost element added to the spillage cost to avoid all flooding to occur at the end of the optimization period. Default value is -0.000001 NOK/Mm3/h. Can also be set with the command 'penalty cost'. (xUnit: NOK/MM3H, yUnit: NOK/MM3H)"
global_settings,gen_reserve_ramping_cost,double,Input,SHOP_RESERVE_CLUSTERING_FUNCTIONALITY,14.0.0.1,"The cost for ramping on the reserves delivered by the generators if unit specific costs are not provided. Default value is 0 NOK/MW. Can also be set with the command 'set reserve_ramping_cost'. (xUnit: NOK/MW, yUnit: NOK/MW)"
global_settings,pump_reserve_ramping_cost,double,Input,SHOP_RESERVE_CLUSTERING_FUNCTIONALITY,14.0.0.1,"The cost for ramping on the reserves delivered by the pumps if unit specific costs are not provided. Default value is 0 NOK/MW. Can also be set with the command 'set reserve_ramping_cost'. (xUnit: NOK/MW, yUnit: NOK/MW)"
